Iteration;Year;Type;Fledglings;Sub-adults;Adults
46;1979;Simulation;61;78;106
46;1980;Simulation;54;36;107
46;1981;Simulation;68;39;96
46;1982;Simulation;69;29;132
46;1983;Simulation;84;21;144
46;1984;Simulation;107;32;152
46;1985;Simulation;113;46;131
46;1986;Simulation;86;44;154
46;1987;Simulation;99;39;143
46;1988;Simulation;108;42;140
46;1989;Simulation;89;19;184
46;1990;Simulation;148;34;192
46;1991;Simulation;108;48;192
46;1992;Simulation;119;32;232
46;1993;Simulation;163;42;244
46;1994;Simulation;154;47;266
46;1995;Simulation;176;55;255
46;1996;Simulation;172;66;283
46;1997;Simulation;169;60;283
46;1998;Simulation;191;76;285
46;1999;Simulation;155;55;313
46;2000;Simulation;197;67;291
46;2001;Simulation;200;66;322
47;1979;Simulation;70;86;91
47;1980;Simulation;62;33;132
47;1981;Simulation;91;55;134
47;1982;Simulation;62;30;131
47;1983;Simulation;80;34;136
47;1984;Simulation;87;20;175
47;1985;Simulation;114;48;153
47;1986;Simulation;90;45;173
47;1987;Simulation;104;53;173
47;1988;Simulation;93;38;160
47;1989;Simulation;96;31;189
47;1990;Simulation;98;40;176
47;1991;Simulation;99;30;219
47;1992;Simulation;145;58;207
47;1993;Simulation;132;46;240
47;1994;Simulation;166;38;253
47;1995;Simulation;166;65;268
47;1996;Simulation;152;62;294
47;1997;Simulation;188;88;278
47;1998;Simulation;178;55;284
47;1999;Simulation;177;62;292
47;2000;Simulation;181;60;316
47;2001;Simulation;200;48;332
48;1979;Simulation;80;78;146
48;1980;Simulation;49;36;124
48;1981;Simulation;73;28;134
48;1982;Simulation;78;37;125
48;1983;Simulation;71;43;157
48;1984;Simulation;79;35;143
48;1985;Simulation;102;36;162
48;1986;Simulation;84;55;129
48;1987;Simulation;91;29;158
48;1988;Simulation;83;39;153
48;1989;Simulation;82;25;178
48;1990;Simulation;107;49;198
48;1991;Simulation;97;25;220
48;1992;Simulation;107;42;212
48;1993;Simulation;127;30;248
48;1994;Simulation;158;40;248
48;1995;Simulation;135;62;289
48;1996;Simulation;174;61;327
48;1997;Simulation;164;64;306
48;1998;Simulation;161;65;323
48;1999;Simulation;165;67;292
48;2000;Simulation;181;57;352
48;2001;Simulation;181;82;356
49;1979;Simulation;84;60;132
49;1980;Simulation;70;43;127
49;1981;Simulation;79;36;104
49;1982;Simulation;66;23;114
49;1983;Simulation;74;42;126
49;1984;Simulation;72;26;149
49;1985;Simulation;62;38;106
49;1986;Simulation;83;35;134
49;1987;Simulation;80;35;135
49;1988;Simulation;74;51;138
49;1989;Simulation;95;18;171
49;1990;Simulation;102;42;200
49;1991;Simulation;118;22;205
49;1992;Simulation;123;44;223
49;1993;Simulation;130;30;235
49;1994;Simulation;135;48;272
49;1995;Simulation;149;62;298
49;1996;Simulation;170;60;274
49;1997;Simulation;165;59;313
49;1998;Simulation;177;56;316
49;1999;Simulation;197;71;323
49;2000;Simulation;179;70;310
49;2001;Simulation;176;89;289
50;1979;Simulation;51;73;110
50;1980;Simulation;65;25;113
50;1981;Simulation;64;33;116
50;1982;Simulation;68;40;142
50;1983;Simulation;75;20;144
50;1984;Simulation;92;36;134
50;1985;Simulation;100;34;155
50;1986;Simulation;74;43;137
50;1987;Simulation;91;48;150
50;1988;Simulation;78;51;168
50;1989;Simulation;84;20;157
50;1990;Simulation;116;28;199
50;1991;Simulation;117;37;211
50;1992;Simulation;133;28;229
50;1993;Simulation;129;39;270
50;1994;Simulation;139;50;256
50;1995;Simulation;154;62;281
50;1996;Simulation;146;70;296
50;1997;Simulation;150;63;310
50;1998;Simulation;173;85;325
50;1999;Simulation;161;50;330
50;2000;Simulation;180;72;331
50;2001;Simulation;166;72;312
